node_id,is_fermion,is_boson,mean_phase,phase_spread,has_pi_winding,has_zero_winding,electron_score,photon_score
0,0,1,0.13393326957443596,0.5249243041313123,0,0,-0.5904995667752322,4.0044170008590525
1,0,0,0.06922060894286103,0.7482687281287128,0,0,1.487005258602896,1.2393559471319573
2,0,0,0.04967128576539996,0.6531504566760511,0,0,-4.367143032628977,1.5963257217346225
3,0,0,-0.021770851483777234,0.711357860218075,0,0,0.6954616331887348,-4.281119088266307
4,0,0,-0.008624567773020812,0.5964964794408079,0,0,0.7362662161089519,-2.4297952208767413
5,0,1,0.048641179245666764,0.6482093481945075,0,0,-1.2976196695156812,3.7984513951670804
6,0,0,0.06949465258909482,0.7029503545120535,0,0,-0.3058482761263249,0.5567391946826489
7,0,0,0.01993807859992607,0.6149568887164909,0,0,-0.5059818675550175,1.09045295299196
8,0,0,0.07857580769607637,0.4650252552134697,0,1,-0.5577137958937062,2.788621649379609
9,0,0,-0.0007804561130603893,0.7185163416666018,0,0,0.3533481066577029,2.365907359678693
10,0,0,0.018085513899718325,0.5374803371415479,0,0,0.7268994175659741,-1.5985543657170558
11,0,1,0.11955584373375383,0.6137536690625389,0,0,-1.4362409286600117,4.200485559185888
12,0,1,-0.291910278390794,0.6737211886879106,0,0,-3.7269095744711267,3.8282652686785252
13,0,0,0.019581387964647274,0.6542884757470402,0,0,-0.30052018915874246,-1.7063268320728908
14,0,0,-0.019609905115463643,0.7574535122017048,0,0,0.08153549488229828,2.0540411801248153
15,1,0,0.08673347451050259,0.5610600415682963,0,0,2.8796842453218607,-2.38588576031209
16,0,0,-0.04886953286881062,0.5733341957288414,0,0,-1.6430560221821318,-0.3426499104817777
17,0,0,-0.09107839337321597,0.6791072411800028,0,0,-0.4435643316008703,1.8695547396893162
18,0,0,0.016700679885312163,0.7202276019172502,0,0,-1.516856431072746,1.0490289447999008
19,1,0,-0.08740822490765571,0.6480915619051363,0,0,3.0892732154364193,-3.977372017896767
20,1,0,-0.19051563341962519,0.7082166859265324,0,0,1.5107790582650042,-2.0098431767983875
21,0,0,0.023215701926812063,0.5648172162119831,0,0,-0.10212328559164138,2.384570225181671
22,0,1,-0.001231648625436963,0.5368439558152448,0,0,-1.6150802413970977,4.794911959571197
23,0,1,-0.16397825179389813,0.5166900613859333,0,0,-2.127927995679909,4.108074734656184
24,0,1,0.034574746045885944,0.6429318781491986,0,0,-0.45795043492865306,3.6230206038572605
25,1,0,0.015438273665642072,0.5155699121187015,0,0,1.8546861194185966,-7.095712076686519
26,0,0,-0.14842613103962757,0.5681656758766747,0,0,-0.7577038134180957,-2.8436843369144436
27,0,0,0.05478378685586882,0.562069153762677,0,0,-1.3833169234380278,2.676971048156219
28,0,1,-0.012671144026012778,0.6353796437447634,0,0,-1.7581168595068348,3.242051840545554
29,0,0,-0.1400137882497202,0.5592127509247193,0,0,-2.6087974155105385,2.846116872850595
30,1,0,0.053334130592110375,0.6822368373902179,0,0,1.973660445918067,-0.41544393224917464
31,1,0,-0.0018991785535638238,0.6554597338890404,0,0,1.6841677914276552,-0.22201673758357052
32,0,0,0.04832813514185798,0.532916125251556,0,0,0.34691829546669956,-0.37731316106572105
33,0,1,0.09627581170104924,0.6515564338576084,0,0,-0.7510616854423606,3.9159115247877834
34,0,1,-0.08811486986074404,0.5343941073972609,0,0,-1.3199655423349714,3.0783368982401087
35,0,0,0.006177774971126393,0.6203424858078561,0,0,0.3560175963693296,-0.5844548637290073
36,1,0,-0.004374013795294861,0.5585171902895909,0,0,3.95992597125569,-8.882394653949145
37,0,1,0.0035998157047695545,0.6056952348331377,0,0,-2.41182490235523,4.21782842095484
38,0,0,0.0021508746861413687,0.5433761333149386,0,0,0.5374411379962577,2.5782418331006864
39,1,0,0.10870126156609657,0.6848294183067377,0,0,1.814235497544634,-3.887124483146728
40,1,0,0.03696736605383971,0.5927223507325234,0,0,1.5861989024019816,-0.7899621244529162
41,0,1,-0.1786711432512472,0.5993027844570544,0,0,-0.5119763574808542,3.3900888969701217
42,1,0,-0.06031013187894149,0.66282902664628,0,0,5.107983560148145,-8.734195306849443
43,0,0,0.007068272031923889,0.5549359668833035,0,0,0.7581015677384627,0.9188909837606125
44,1,0,0.02692560106375248,0.6064902688566075,0,0,2.927970949133935,-4.35169580283997
45,0,1,0.06371282410311861,0.5362918133825747,0,0,-2.7156872319253478,4.136981783444744
46,0,1,0.02453335958835619,0.6803244817815459,0,0,-2.4076235122406917,2.893322835289846
47,0,0,-0.04106652129274148,0.5320835135001623,0,0,-0.9075652004334387,-0.6729678048302887
48,1,0,0.06834947103928128,0.7171044283963663,0,0,2.611859561936808,-8.602907661583284
49,0,0,0.02432658583383932,0.7174708128444132,0,0,-0.020349779574040106,1.8885481076422166
50,0,0,-0.09478779911146994,0.6600479262228672,0,0,-0.04137113223597909,-1.4050935852456874
51,0,0,-0.010433042367316365,0.6916378252936154,0,0,-0.7081470302308537,-0.7804516868850364
52,0,1,0.058607590388365466,0.5169761648604512,0,0,-3.643163865778843,3.7639907865830544
53,0,0,0.11320246549958866,0.5798525217530384,0,0,-0.09943748308365896,1.3152411259948895
54,0,0,-0.031961021189238784,0.6627208028662577,0,0,1.2749089873603827,-0.40068175206551704
55,0,0,0.011862223131717751,0.5195950315927846,0,0,0.17079500374323547,-1.6382814421858503
56,1,0,-0.019807347797190754,0.5948936652323633,0,0,1.5801710761177417,-2.5056968504034014
57,0,0,0.007645592425181263,0.5599435749847952,0,0,1.1318110814009823,-0.2809668225813353
