time,wave_shell0,wave_shell1,wave_shell2,wave_shell3,wave_shell4
7.1,0.0111691593,0.00488523603,0.0103255349,0.008777527,0.000119311251
7.2,0.0113318972,0.00224621795,0.011646952,0.0053373864,0.0197942117
7.3,0.00255275793,0.00833054664,0.00647672618,0.00543244512,0.00917070733
7.4,0.00659487424,0.0103943859,0.00840691996,0.0024218492,0.0154708535
7.5,0.00233139896,0.00437102327,0.0103155264,0.00908834619,0.0170293115
7.6,0.00768453241,0.00715254808,0.00926794673,0.00938693349,0.00520371059
7.7,0.00746730739,0.00761064915,0.00446182556,0.00258771514,0.0047490493
7.8,0.000733424656,0.00815015337,0.00548620671,0.00486412788,0.00400772444
7.9,8.93262995e-05,0.00824398994,0.00721505308,0.00591493319,0.00907147163
8,0.00615085603,0.00552503511,0.00741227493,0.00732611246,0.011030067
8.1,0.000299334199,0.00723607552,0.00435421363,0.00599402945,0.0101437016
8.2,0.00848514219,0.00445758731,0.00737518862,0.0118298101,0.00900822428
8.3,0.0107658307,0.0075190745,0.00528174152,0.00688352778,0.00432929788
8.4,0.00456230273,0.00245900296,0.00471862085,0.0116439321,0.0100713275
8.5,0.00280812031,0.00804012726,0.00767912194,0.00821652567,0.00488091676
8.6,0.00138196995,0.00751377972,0.00415026799,0.00646372455,0.0071500016
8.7,0.00084534821,0.00312823597,0.00455545664,0.00474257544,0.00880445656
8.8,0.00258564555,0.00378768722,0.0044072059,0.00452279123,0.000149993107
8.9,0.00182162543,0.00263126268,0.00516764917,0.00655661299,0.00546979485
9,0.00803938628,0.00166870132,0.00385723681,0.00514229917,0.0043824175
9.1,0.00678136414,0.00757049071,0.00312465986,0.00940798178,0.0088113655
9.2,0.00342200508,0.00494537036,0.00402398605,0.00740699561,0.00901782725
9.3,0.0067750395,0.0103752208,0.00826261485,0.0121302973,0.00538837669
9.4,0.00836636319,0.0106910597,0.00832165116,0.00494518747,0.0077562834
9.5,0.00623029475,0.00212906699,0.0105632693,0.00461089184,0.00564468738
9.6,0.0052330771,0.00478960048,0.00447724896,0.00424680056,0.0115060045
9.7,0.00149559646,0.00413840278,0.00345449672,0.00448264995,0.00613430206
9.8,0.00988462257,0.00844474542,0.0101641384,0.00554237705,0.0033244498
9.9,0.00932287473,0.00407782288,0.00552031833,0.0042719226,0.00438211134
10,0.0120318811,0.00483278799,0.00681869574,0.00562614618,0.00489081821
