t F
5.201005025125628123e+00 4.782401807365529445e-01
5.276381909547738225e+00 3.820843967587563839e-01
5.351758793969848327e+00 2.815909641292559384e-01
5.427135678391959317e+00 1.779007438888250969e-01
5.502512562814070307e+00 7.219088890692690330e-02
5.577889447236180409e+00 3.433851985572849985e-02
5.653266331658290511e+00 1.404780973779125031e-01
5.728643216080401501e+00 2.450228842338080248e-01
5.804020100502512491e+00 3.467860260069683953e-01
5.879396984924622593e+00 4.446122471654698760e-01
5.954773869346732695e+00 5.373909664348363036e-01
6.030150753768843686e+00 6.240689047752565610e-01
6.105527638190954676e+00 7.036620428298427932e-01
6.180904522613064778e+00 7.752667920959066539e-01
6.256281407035174880e+00 8.380702529974788373e-01
6.331658291457285870e+00 8.913594434033547120e-01
6.407035175879396860e+00 9.345293928230479219e-01
6.482412060301506962e+00 9.670900103905506473e-01
6.557788944723617064e+00 9.886716486664803849e-01
6.633165829145728054e+00 9.990293000950103419e-01
6.708542713567839044e+00 9.980453784749387935e-01
6.783919597989949146e+00 9.857310538679713297e-01
6.859296482412059248e+00 9.622261257895581288e-01
6.934673366834170238e+00 9.277974361218922494e-01
7.010050251256281229e+00 8.828358397666237201e-01
7.085427135678391330e+00 8.278517674282329653e-01
7.160804020100501432e+00 7.634694309019869340e-01
7.236180904522612423e+00 6.904197366514717160e-01
7.311557788944723413e+00 6.095319881249847693e-01
7.386934673366833515e+00 5.217244710110114925e-01
7.462311557788943617e+00 4.279940283145209357e-01
7.537688442211054607e+00 3.294047436040540289e-01
7.613065326633165597e+00 2.270758609040327003e-01
7.688442211055275699e+00 1.221690783728749119e-01
7.763819095477385801e+00 1.587536001659593105e-02
7.839195979899496791e+00 9.059858484083227470e-02
7.914572864321607781e+00 1.960440008373214860e-01
7.989949748743717883e+00 2.992638090803362294e-01
8.065326633165827985e+00 3.990861970963718308e-01
8.140703517587938975e+00 4.943779219410432413e-01
8.216080402010049966e+00 5.840571754450063491e-01
8.291457286432159179e+00 6.671058655418276029e-01
8.366834170854270170e+00 7.425811742528662940e-01
8.442211055276381160e+00 8.096262611160534028e-01
8.517587939698492150e+00 8.674799905469389172e-01
8.592964824120603140e+00 9.154855727012083388e-01
8.668341708542712354e+00 9.530980197424805400e-01
8.743718592964823344e+00 9.798903328674000157e-01
8.819095477386934334e+00 9.955583498492763805e-01
8.894472361809043548e+00 9.999241980680466657e-01
8.969849246231154538e+00 9.929383138257414920e-01
9.045226130653265528e+00 9.746800050229768031e-01
9.120603015075376518e+00 9.453565508086323455e-01
9.195979899497487509e+00 9.053008484240374631e-01
9.271356783919596722e+00 8.549676339560786653e-01
9.346733668341707713e+00 7.949283199034706815e-01
9.422110552763818703e+00 7.258645081632274509e-01
9.497487437185927917e+00 6.485602520817248529e-01
9.572864321608038907e+00 5.638931554161601412e-01
9.648241206030149897e+00 4.728244092562778889e-01
9.723618090452260887e+00 3.763878800131302271e-01
9.798994974874371877e+00 2.756783723544604658e-01
9.874371859296481091e+00 1.718392003329147488e-01
9.949748743718592081e+00 6.604920780689919890e-02
1.002512562814070307e+01 4.049061449395112422e-02
1.010050251256281229e+01 1.465707633277421040e-01
1.017587939698492328e+01 2.509869539383740022e-01
1.025125628140703427e+01 3.525537918102368273e-01
1.032663316582914526e+01 4.501182299697015221e-01
1.040201005025125625e+01 5.425726590581374520e-01
1.047738693467336546e+01 6.288674815701704723e-01
1.055276381909547645e+01 7.080230275069938628e-01
1.062814070351758744e+01 7.791406761711341389e-01
1.070351758793969665e+01 8.414130578415113249e-01
1.077889447236180764e+01 8.941332195132895011e-01
1.085427135678391863e+01 9.367026506476051617e-01
1.092964824120602962e+01 9.686380778181459261e-01
1.100502512562814061e+01 9.895769511176547573e-01
1.108040201005024983e+01 9.992815600394870934e-01
1.115577889447236082e+01 9.976417321082351464e-01
1.123115577889447181e+01 9.846760836230075142e-01
1.130653266331658102e+01 9.605318083141638486e-01
1.138190954773869201e+01 9.254830063127933437e-01
1.145728643216080300e+01 8.799275724034920643e-01
1.153266331658291399e+01 8.243826788868040545e-01
1.160804020100502498e+01 7.594789043325872457e-01
1.168341708542713420e+01 6.859530748781381693e-01
1.175879396984924519e+01 6.046398993409410894e-01
1.183417085427135618e+01 5.164624931091876814e-01
1.190954773869346539e+01 4.224218983884645562e-01
1.198492462311557638e+01 3.235857197770107274e-01
1.206030150753768737e+01 2.210760041852237179e-01
1.213567839195979836e+01 1.160565026937397104e-01
1.221105527638190935e+01 9.719458961064946639e-03
1.228643216080401857e+01 9.672792583346319362e-02
1.236180904522612956e+01 2.020771978533566771e-01
1.243718592964824055e+01 3.051323696895001936e-01
1.251256281407034976e+01 4.047234979185166948e-01
1.258793969849246075e+01 4.997199649942637434e-01
1.266331658291457174e+01 5.890433146886789872e-01
1.273869346733668273e+01 6.716794953664345647e-01
1.281407035175879372e+01 7.466903721004296557e-01
1.288944723618090293e+01 8.132243769358122876e-01
1.296482412060301392e+01 8.705261763943903386e-01
1.304020100502512491e+01 9.179452464681969737e-01
1.311557788944723413e+01 9.549432577537921851e-01
1.319095477386934512e+01 9.811001868868860498e-01
1.326633165829145611e+01 9.961190848966532396e-01
1.334170854271356710e+01 9.998294483465347549e-01
1.341708542713567809e+01 9.921891549903680829e-01
1.349246231155778730e+01 9.732849419690983162e-01
1.356783919597989829e+01 9.433314211193233323e-01
1.364321608040200928e+01 9.026686425724506080e-01
1.371859296482411850e+01 8.517582343039649118e-01
1.379396984924622949e+01 7.911781614588866418e-01
1.386934673366834048e+01 7.216161649487141672e-01
1.394472361809045147e+01 6.438619538087598793e-01
1.402010050251256246e+01 5.587982399528788058e-01
1.409547738693467167e+01 4.673907171043554243e-01
1.417085427135678266e+01 3.706770976680994201e-01
1.424623115577889365e+01 2.697553320040534386e-01
1.432160804020100286e+01 1.657711438436079154e-01
1.439698492462311386e+01 5.990502335437795922e-02
1.447236180904522485e+01 4.664117448422339107e-02
1.454773869346733584e+01 1.526578740514205057e-01
1.462311557788944683e+01 2.569415109048069357e-01
1.469849246231155604e+01 3.583081953576263690e-01
1.477386934673366703e+01 4.556071526965606577e-01
1.484924623115577802e+01 5.477337874586929445e-01
1.492462311557788723e+01 6.336422234542185006e-01
1.500000000000000000e+01 7.123571771731992408e-01
