t F
0.000000000000000000e+00 9.999999999999997780e-01
7.537688442211054607e-02 9.943263905586946505e-01
1.507537688442210921e-01 9.774021012850248047e-01
2.261306532663316382e-01 9.495149243005956974e-01
3.015075376884421843e-01 9.111384659362893323e-01
3.768844221105527303e-01 8.629232019735989523e-01
4.522613065326632764e-01 8.056842044334509012e-01
5.276381909547738225e-01 7.403857832429900920e-01
6.030150753768843686e-01 6.681233470332241797e-01
6.783919597989949146e-01 5.901028420393346074e-01
7.537688442211054607e-01 5.076181754802483459e-01
8.291457286432160068e-01 4.220270689259311148e-01
9.045226130653265528e-01 3.347258172327293169e-01
9.798994974874370989e-01 2.471234490397243022e-01
1.055276381909547645e+00 1.606157951733638012e-01
1.130653266331658191e+00 7.655997141261036698e-02
1.206030150753768737e+00 3.750228056607786582e-03
1.281407035175879283e+00 7.910755028886856666e-02
1.356783919597989829e+00 1.484126697986532517e-01
1.432160804020100375e+00 2.106933334250445655e-01
1.507537688442210921e+00 2.651209026262263402e-01
1.582914572864321467e+00 3.110239858247528799e-01
1.658291457286432014e+00 3.478989132596297384e-01
1.733668341708542560e+00 3.754168713872708119e-01
1.809045226130653106e+00 3.934275818684047077e-01
1.884422110552763652e+00 4.019594801737800815e-01
1.959798994974874198e+00 4.012164193932036271e-01
2.035175879396984744e+00 3.915709944886808791e-01
2.110552763819095290e+00 3.735546495659208821e-01
2.185929648241205836e+00 3.478447943751953320e-01
2.261306532663316382e+00 3.152492149009462619e-01
2.336683417085426928e+00 2.766881153765342605e-01
2.412060301507537474e+00 2.331741743162909497e-01
2.487437185929648020e+00 1.857910342964240735e-01
2.562814070351758566e+00 1.356706735166012812e-01
2.638190954773869112e+00 8.397012610003998234e-02
2.713567839195979658e+00 3.184802730371391610e-02
2.788944723618090205e+00 1.955854082189676171e-02
2.864321608040200751e+00 6.915643819033992501e-02
2.939698492462311297e+00 1.159176446257529636e-01
3.015075376884421843e+00 1.588988107016252593e-01
3.090452261306532389e+00 1.972588024747633784e-01
3.165829145728642935e+00 2.302739059562835533e-01
3.241206030150753481e+00 2.573504085568045219e-01
3.316582914572864027e+00 2.780343315807743965e-01
3.391959798994974573e+00 2.920181489032314670e-01
3.467336683417085119e+00 2.991443909382703881e-01
3.542713567839195665e+00 2.994060985453502188e-01
3.618090452261306211e+00 2.929441572361710655e-01
3.693467336683416757e+00 2.800416065644257824e-01
3.768844221105527303e+00 2.611150815603081599e-01
3.844221105527637850e+00 2.367036012298911474e-01
3.919597989949748396e+00 2.074549722836547816e-01
3.994974874371858942e+00 1.741101233089702993e-01
4.070351758793969488e+00 1.374857246140777922e-01
4.145728643216079590e+00 9.845548115659824573e-02
4.221105527638190580e+00 5.793050970885115641e-02
4.296482412060301570e+00 1.683922626881709933e-02
4.371859296482411672e+00 2.389282454605838948e-02
4.447236180904521774e+00 6.336276983553476572e-02
4.522613065326632764e+00 1.007094226822296545e-01
4.597989949748743754e+00 1.351311157298085153e-01
4.673366834170853856e+00 1.659019888248915719e-01
4.748743718592963958e+00 1.923864023366260168e-01
4.824120603015074948e+00 2.140511912834679731e-01
4.899497487437185939e+00 2.304755245873732206e-01
4.974874371859296041e+00 2.413581875489828610e-01
5.050251256281406143e+00 2.465221628114534491e-01
5.125628140703517133e+00 2.459164444085561452e-01
5.201005025125628123e+00 2.396150796905467950e-01
5.276381909547738225e+00 2.278134936952739831e-01
5.351758793969848327e+00 2.108222086061880551e-01
5.427135678391959317e+00 1.890581260825768828e-01
5.502512562814070307e+00 1.630335913008411075e-01
5.577889447236180409e+00 1.333435034448257894e-01
5.653266331658290511e+00 1.006507771817034685e-01
5.728643216080401501e+00 6.567049254843018713e-02
5.804020100502512491e+00 2.915309599688592837e-02
5.879396984924622593e+00 8.132967385304366165e-03
5.954773869346732695e+00 4.541880155895824944e-02
6.030150753768843686e+00 8.195239779824001203e-02
6.105527638190954676e+00 1.170153822513347874e-01
6.180904522613064778e+00 1.499388077615581016e-01
6.256281407035174880e+00 1.801176489641832246e-01
6.331658291457285870e+00 2.070236909514931445e-01
6.407035175879396860e+00 2.302165395761219535e-01
6.482412060301506962e+00 2.493525248791033655e-01
6.557788944723617064e+00 2.641913172066571169e-01
6.633165829145728054e+00 2.746001272471086385e-01
6.708542713567839044e+00 2.805554153340720780e-01
6.783919597989949146e+00 2.821420907365853603e-01
6.859296482412059248e+00 2.795502370837441575e-01
6.934673366834170238e+00 2.730694543496448023e-01
7.010050251256281229e+00 2.630809597853863147e-01
7.085427135678391330e+00 2.500476387170255110e-01
7.160804020100501432e+00 2.345022802010937046e-01
7.236180904522612423e+00 2.170342712144695541e-01
7.311557788944723413e+00 1.982750555468821840e-01
7.386934673366833515e+00 1.788826891944261255e-01
7.462311557788943617e+00 1.595258423057502040e-01
7.537688442211054607e+00 1.408676082557118736e-01
7.613065326633165597e+00 1.235494830300490343e-01
7.688442211055275699e+00 1.081758727865192449e-01
7.763819095477385801e+00 9.529947437181886249e-02
7.839195979899496791e+00 8.540785304465600691e-02
7.914572864321607781e+00 7.891151416788289019e-02
7.989949748743717883e+00 7.613373181775695553e-02
8.065326633165827985e+00 7.730235788060248192e-02
8.140703517587938975e+00 8.254379114590791600e-02
8.216080402010049966e+00 9.187923813612620949e-02
8.291457286432159179e+00 1.052233469870112736e-01
8.366834170854270170e+00 1.223852437096702023e-01
8.442211055276381160e+00 1.430719477551998797e-01
8.517587939698492150e+00 1.668940920963597752e-01
8.592964824120603140e+00 1.933738231481098580e-01
8.668341708542712354e+00 2.219547088348023944e-01
8.743718592964823344e+00 2.520134399732210095e-01
8.819095477386934334e+00 2.828730717854478494e-01
8.894472361809043548e+00 3.138175195840474663e-01
8.969849246231154538e+00 3.441069961598663962e-01
9.045226130653265528e+00 3.729940586878726094e-01
9.120603015075376518e+00 3.997399204376361204e-01
9.195979899497487509e+00 4.236306774652489060e-01
9.271356783919596722e+00 4.439931028452105410e-01
9.346733668341707713e+00 4.602096707860466873e-01
9.422110552763818703e+00 4.717324899162523844e-01
9.497487437185927917e+00 4.780958487302531257e-01
9.572864321608038907e+00 4.789271061080273006e-01
9.648241206030149897e+00 4.739556952980358839e-01
9.723618090452260887e+00 4.630200499979595929e-01
9.798994974874371877e+00 4.460723053014994943e-01
9.874371859296481091e+00 4.231806733448547075e-01
9.949748743718592081e+00 3.945294424699102298e-01
1.002512562814070307e+01 3.604165985747205814e-01
1.010050251256281229e+01 3.212491169861704243e-01
1.017587939698492328e+01 2.775360216161991134e-01
1.025125628140703427e+01 2.298793543367564640e-01
1.032663316582914526e+01 1.789632404692397261e-01
1.040201005025125625e+01 1.255412751463005627e-01
1.047738693467336546e+01 7.042248927510338929e-02
1.055276381909547645e+01 1.445618222846406162e-02
1.062814070351758744e+01 4.148406934621277214e-02
1.070351758793969665e+01 9.651690150678640667e-02
1.077889447236180764e+01 1.497698178320266971e-01
1.085427135678391863e+01 2.003956732419331643e-01
1.092964824120602962e+01 2.475886560834732464e-01
1.100502512562814061e+01 2.905994496462049326e-01
1.108040201005024983e+01 3.287492726871528159e-01
1.115577889447236082e+01 3.614425230349500584e-01
1.123115577889447181e+01 3.881777783499220091e-01
1.130653266331658102e+01 4.085569429685008691e-01
1.138190954773869201e+01 4.222923686899809903e-01
1.145728643216080300e+01 4.292118195253715740e-01
1.153266331658291399e+01 4.292611949159500506e-01
1.160804020100502498e+01 4.225049717967117036e-01
1.168341708542713420e+01 4.091243721611316775e-01
1.175879396984924519e+01 3.894133085132431837e-01
1.183417085427135618e+01 3.637722038270289060e-01
1.190954773869346539e+01 3.326998244686697470e-01
1.198492462311557638e+01 2.967833031315120773e-01
1.206030150753768737e+01 2.566865634207282088e-01
1.213567839195979836e+01 2.131373876312297189e-01
1.221105527638190935e+01 1.669133939210644957e-01
1.228643216080401857e+01 1.188272080420424703e-01
1.236180904522612956e+01 6.971112772375809286e-02
1.243718592964824055e+01 2.040158452063923350e-02
1.251256281407034976e+01 2.827629163905964055e-02
1.258793969849246075e+01 7.552370574820792271e-02
1.266331658291457174e+01 1.205825412058280782e-01
1.273869346733668273e+01 1.627487433309460496e-01
1.281407035175879372e+01 2.013844954910523621e-01
1.288944723618090293e+01 2.359289678901340670e-01
1.296482412060301392e+01 2.659074505985926651e-01
1.304020100502512491e+01 2.909387173121785741e-01
1.311557788944723413e+01 3.107405038280915965e-01
1.319095477386934512e+01 3.251330245088466242e-01
1.326633165829145611e+01 3.340404902282716471e-01
1.334170854271356710e+01 3.374906316117900484e-01
1.341708542713567809e+01 3.356122709585382946e-01
1.349246231155778730e+01 3.286310242583115881e-01
1.356783919597989829e+01 3.168632504294890961e-01
1.364321608040200928e+01 3.007083976038157913e-01
1.371859296482411850e+01 2.806399253441630992e-01
1.379396984924622949e+01 2.571950065630428384e-01
1.386934673366834048e+01 2.309632331716655329e-01
1.394472361809045147e+01 2.025745647950536743e-01
1.402010050251256246e+01 1.726867700131461680e-01
1.409547738693467167e+01 1.419726144189223660e-01
1.417085427135678266e+01 1.111070493250806146e-01
1.424623115577889365e+01 8.075464931520817680e-02
1.432160804020100286e+01 5.155753624623055781e-02
1.439698492462311386e+01 2.412401208970386263e-02
1.447236180904522485e+01 9.818964341210094371e-04
1.454773869346733584e+01 2.324980162610774947e-02
1.462311557788944683e+01 4.223107347949824758e-02
1.469849246231155604e+01 5.754558857886962753e-02
1.477386934673366703e+01 6.888701524591550607e-02
1.484924623115577802e+01 7.602657281835291381e-02
1.492462311557788723e+01 7.881523528962890157e-02
1.500000000000000000e+01 7.718438165728999656e-02
