t F
0.000000000000000000e+00 9.999999999999997780e-01
7.537688442211054607e-02 9.943263905587312879e-01
1.507537688442210921e-01 9.774021012943583386e-01
2.261306532663316382e-01 9.495149245390480663e-01
3.015075376884421843e-01 9.111384683076135804e-01
3.768844221105527303e-01 8.629232160276111285e-01
4.522613065326632764e-01 8.056842644441396528e-01
5.276381909547738225e-01 7.403859875245302202e-01
6.030150753768843686e-01 6.681239359275923384e-01
6.783919597989949146e-01 5.901043368121705601e-01
7.537688442211054607e-01 5.076216062836896858e-01
8.291457286432160068e-01 4.220343256245965291e-01
9.045226130653265528e-01 3.347401618222969333e-01
9.798994974874370989e-01 2.471502321981963179e-01
1.055276381909547645e+00 1.606634217731705006e-01
1.130653266331658191e+00 7.664116022288561259e-02
1.206030150753768737e+00 3.616847046068130504e-03
1.281407035175879283e+00 7.889546173200820411e-02
1.356783919597989829e+00 1.480850897050859372e-01
1.432160804020100375e+00 2.102003939073119609e-01
1.507537688442210921e+00 2.643963940496764087e-01
1.582914572864321467e+00 3.099816604233517348e-01
1.658291457286432014e+00 3.464283712511987412e-01
1.733668341708542560e+00 3.733790695172053420e-01
1.809045226130653106e+00 3.906500246816504984e-01
1.884422110552763652e+00 3.982311756174830575e-01
1.959798994974874198e+00 3.962827019628754055e-01
2.035175879396984744e+00 3.851283403589012000e-01
2.110552763819095290e+00 3.652456282544761512e-01
2.185929648241205836e+00 3.372533197116058812e-01
2.261306532663316382e+00 3.018962736354173226e-01
2.336683417085426928e+00 2.600281639205353490e-01
2.412060301507537474e+00 2.125924021404050901e-01
2.487437185929648020e+00 1.606016957802979539e-01
2.562814070351758566e+00 1.051166879950566208e-01
2.638190954773869112e+00 4.722413803557416745e-02
2.713567839195979658e+00 1.198489537267473717e-02
2.788944723618090205e+00 7.143641228506032725e-02
2.864321608040200751e+00 1.300939326566660781e-01
2.939698492462311297e+00 1.869776475237305835e-01
3.015075376884421843e+00 2.411818820921844964e-01
3.090452261306532389e+00 2.918905350615157990e-01
3.165829145728642935e+00 3.383902078291700644e-01
3.241206030150753481e+00 3.800807922215360124e-01
3.316582914572864027e+00 4.164833448147375883e-01
3.391959798994974573e+00 4.472451383850702955e-01
3.467336683417085119e+00 4.721418451494276414e-01
3.542713567839195665e+00 4.910768707781636433e-01
3.618090452261306211e+00 5.040779212496941941e-01
3.693467336683416757e+00 5.112909450685633184e-01
3.768844221105527303e+00 5.129716498562009175e-01
3.844221105527637850e+00 5.094748436138835102e-01
3.919597989949748396e+00 5.012418959433329047e-01
3.994974874371858942e+00 4.887866522345173936e-01
4.070351758793969488e+00 4.726801635050952299e-01
4.145728643216079590e+00 4.535346156014206653e-01
4.221105527638190580e+00 4.319868534464772480e-01
4.296482412060301570e+00 4.086818987526638636e-01
4.371859296482411672e+00 3.842568531251076003e-01
4.447236180904521774e+00 3.593255629918992167e-01
4.522613065326632764e+00 3.344643987423160381e-01
4.597989949748743754e+00 3.101994684565816396e-01
4.673366834170853856e+00 2.869955474722933331e-01
4.748743718592963958e+00 2.652469597133337298e-01
4.824120603015074948e+00 2.452705963028688485e-01
4.899497487437185939e+00 2.273012026994744861e-01
4.974874371859296041e+00 2.114890087236171445e-01
5.050251256281406143e+00 1.978997177226257398e-01
5.125628140703517133e+00 1.865168131198197687e-01
5.201005025125628123e+00 1.772460840622986922e-01
5.276381909547738225e+00 1.699222181366157325e-01
5.351758793969848327e+00 1.643172594064846170e-01
5.427135678391959317e+00 1.601506854878675390e-01
5.502512562814070307e+00 1.571008190360727585e-01
5.577889447236180409e+00 1.548172577511788273e-01
5.653266331658290511e+00 1.529339835197782160e-01
5.728643216080401501e+00 1.510827961273997211e-01
5.804020100502512491e+00 1.489067104275368369e-01
5.879396984924622593e+00 1.460729580690514340e-01
5.954773869346732695e+00 1.422852457890402822e-01
6.030150753768843686e+00 1.372949415964425102e-01
6.105527638190954676e+00 1.309108874311872839e-01
6.180904522613064778e+00 1.230075714291130468e-01
6.256281407035174880e+00 1.135314339303525044e-01
6.331658291457285870e+00 1.025051278652957254e-01
6.407035175879396860e+00 9.002960503768245304e-02
6.482412060301506962e+00 7.628395389769787593e-02
6.557788944723617064e+00 6.152297038444175248e-02
6.633165829145728054e+00 4.607249999772204674e-02
6.708542713567839044e+00 3.032264510094057064e-02
6.783919597989949146e+00 1.471898524360756855e-02
6.859296482412059248e+00 2.479912454686206136e-04
6.934673366834170238e+00 1.405500019840871806e-02
7.010050251256281229e+00 2.615933454851056272e-02
7.085427135678391330e+00 3.601317896848596489e-02
7.160804020100501432e+00 4.307852151586302747e-02
7.236180904522612423e+00 4.684229922751115271e-02
7.311557788944723413e+00 4.683140471762346768e-02
7.386934673366833515e+00 4.262717968890565590e-02
7.462311557788943617e+00 3.387902892787819642e-02
7.537688442211054607e+00 2.031680468280383511e-02
7.613065326633165597e+00 1.761635977876534198e-03
7.688442211055275699e+00 2.186509013037580065e-02
7.763819095477385801e+00 5.053484880951763375e-02
7.839195979899496791e+00 8.410740692407775443e-02
7.914572864321607781e+00 1.223287184832434482e-01
7.989949748743717883e+00 1.648313878226790319e-01
8.065326633165827985e+00 2.111377444623684929e-01
8.140703517587938975e+00 2.606655142499904598e-01
8.216080402010049966e+00 3.127360118937057010e-01
8.291457286432159179e+00 3.665847216589734336e-01
8.366834170854270170e+00 4.213740771785526862e-01
8.442211055276381160e+00 4.762081992779307327e-01
8.517587939698492150e+00 5.301493036438861273e-01
8.592964824120603140e+00 5.822354491468302307e-01
8.668341708542712354e+00 6.314992636208281995e-01
8.743718592964823344e+00 6.769872577066304853e-01
8.819095477386934334e+00 7.177793195982981045e-01
8.894472361809043548e+00 7.530079746417649433e-01
8.969849246231154538e+00 7.818769939555325621e-01
9.045226130653265528e+00 8.036789456190022163e-01
9.120603015075376518e+00 8.178113003379157142e-01
9.195979899497487509e+00 8.237907304842768674e-01
9.271356783919596722e+00 8.212652764626422464e-01
9.346733668341707713e+00 8.100240967383911528e-01
9.422110552763818703e+00 7.900045666753205964e-01
9.497487437185927917e+00 7.612965455242187707e-01
9.572864321608038907e+00 7.241436893149970633e-01
9.648241206030149897e+00 6.789417487710892596e-01
9.723618090452260887e+00 6.262338543580467931e-01
9.798994974874371877e+00 5.667028538323239939e-01
9.874371859296481091e+00 5.011608297978419335e-01
9.949748743718592081e+00 4.305359844561694183e-01
1.002512562814070307e+01 3.558571346535919222e-01
1.010050251256281229e+01 2.782361112680686865e-01
1.017587939698492328e+01 1.988484018334688574e-01
1.025125628140703427e+01 1.189124130916453526e-01
1.032663316582914526e+01 3.966776007360926781e-02
1.040201005025125625e+01 3.764699030997685492e-02
1.047738693467336546e+01 1.118166808048094985e-01
1.055276381909547645e+01 1.816715869891723789e-01
1.062814070351758744e+01 2.461086648089874096e-01
1.070351758793969665e+01 3.041116005843640391e-01
1.077889447236180764e+01 3.547692658460330217e-01
1.085427135678391863e+01 3.972922119282985554e-01
1.092964824120602962e+01 4.310268794268009573e-01
1.100502512562814061e+01 4.554672445513664458e-01
1.108040201005024983e+01 4.702636770496900764e-01
1.115577889447236082e+01 4.752288416073915389e-01
1.123115577889447181e+01 4.703405352092792646e-01
1.130653266331658102e+01 4.557414155715484028e-01
1.138190954773869201e+01 4.317356390810554445e-01
1.145728643216080300e+01 3.987824893517785685e-01
1.153266331658291399e+01 3.574871381947956062e-01
1.160804020100502498e+01 3.085887382108336574e-01
1.168341708542713420e+01 2.529460991436334183e-01
1.175879396984924519e+01 1.915212474719184543e-01
1.183417085427135618e+01 1.253612094875705407e-01
1.190954773869346539e+01 5.557839147600297791e-02
1.198492462311557638e+01 1.667004408491754019e-02
1.206030150753768737e+01 9.020339064584168010e-02
1.213567839195979836e+01 1.638387744735328999e-01
1.221105527638190935e+01 2.364122738167583337e-01
1.228643216080401857e+01 3.067993677915817896e-01
1.236180904522612956e+01 3.739343209358474973e-01
1.243718592964824055e+01 4.368281359999841018e-01
1.251256281407034976e+01 4.945847416232824201e-01
1.258793969849246075e+01 5.464151222882087655e-01
1.266331658291457174e+01 5.916491444081664053e-01
1.273869346733668273e+01 6.297448835256130861e-01
1.281407035175879372e+01 6.602953122236308037e-01
1.288944723618090293e+01 6.830322652635946179e-01
1.296482412060301392e+01 6.978276563933706322e-01
1.304020100502512491e+01 7.046919789518224508e-01
1.311557788944723413e+01 7.037701785711588665e-01
1.319095477386934512e+01 6.953350397379397529e-01
1.326633165829145611e+01 6.797782775778266062e-01
1.334170854271356710e+01 6.575995709358145591e-01
1.341708542713567809e+01 6.293938117097863660e-01
1.349246231155778730e+01 5.958368776763540708e-01
1.356783919597989829e+01 5.576702610954757944e-01
1.364321608040200928e+01 5.156849027336438684e-01
1.371859296482411850e+01 4.707045903215114624e-01
1.379396984924622949e+01 4.235692817595656523e-01
1.386934673366834048e+01 3.751187066872785913e-01
1.394472361809045147e+01 3.261765855983995710e-01
1.402010050251256246e+01 2.775357839519168590e-01
1.409547738693467167e+01 2.299446902891644218e-01
1.417085427135678266e+01 1.840950729633529792e-01
1.424623115577889365e+01 1.406116305867398386e-01
1.432160804020100286e+01 1.000434076779877918e-01
1.439698492462311386e+01 6.285720030688007887e-02
1.447236180904522485e+01 2.943302790273041869e-02
1.454773869346733584e+01 6.169796652197518175e-05
1.462311557788944683e+01 2.505555863956501067e-02
1.469849246231155604e+01 4.580545172354084232e-02
1.477386934673366703e+01 6.215911000437489980e-02
1.484924623115577802e+01 7.416682984340185192e-02
1.492462311557788723e+01 8.195128762256635724e-02
1.500000000000000000e+01 8.569944047725532033e-02
