t_step,t_physical,avg_degree,degree_50,degree_90,graph_radius_50,graph_radius_90,graph_diameter_est,reachable_fraction,eff_dist_mean,eff_dist_90,a_graph_90,a_eff_90
2100,210.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.164179104477612,2.0,0.9,0.005858759509184488
2110,211.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1940298507462686,2.0,0.9,0.005858759509184488
2120,212.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1791044776119404,2.0,0.9,0.005858759509184488
2130,213.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1967459778408875,2.0,0.9,0.005858759509184488
2140,214.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1818206047065591,2.0,0.9,0.005858759509184488
2150,215.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1994621049355063,2.0,0.9,0.005858759509184488
2160,216.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.184536731801178,2.0,0.9,0.005858759509184488
2170,217.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1273960284467572,1.3535533905932737,0.9,0.0039650718991636235
2180,218.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0702553250923366,1.0000000000000002,0.9,0.0029293797545922443
2190,219.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0702553250923366,1.0000000000000002,0.9,0.0029293797545922443
2200,220.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0553299519580082,1.0000000000000002,0.9,0.0029293797545922443
2210,221.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2220,222.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2230,223.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2240,224.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2250,225.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2260,226.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0702553250923366,1.0000000000000002,0.9,0.0029293797545922443
2270,227.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0702553250923366,1.0000000000000002,0.9,0.0029293797545922443
2280,228.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0702553250923366,1.0000000000000002,0.9,0.0029293797545922443
2290,229.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0553299519580082,1.0000000000000002,0.9,0.0029293797545922443
2300,230.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0553299519580082,1.0000000000000002,0.9,0.0029293797545922443
2310,231.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.085180698226665,1.2474873734152925,0.9,0.0036543642557922123
2320,232.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0948291550834817,1.2474873734152925,0.9,0.0036543642557922123
2330,233.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0948291550834817,1.2474873734152925,0.9,0.0036543642557922123
2340,234.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1246799013521385,2.0,0.9,0.005858759509184488
2350,235.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.10975452821781,1.8060660171779839,0.9,0.0052906532261782335
2360,236.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.064978408814825,1.0000000000000002,0.9,0.0029293797545922443
2370,237.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0597014925373134,1.0000000000000002,0.9,0.0029293797545922443
2380,238.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.0597014925373134,1.0000000000000002,0.9,0.0029293797545922443
2390,239.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.092268365900589,1.0000000000000002,0.9,0.0029293797545922443
2400,240.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.092268365900589,1.0000000000000002,0.9,0.0029293797545922443
2410,241.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1221191121692458,1.2474873734152927,0.9,0.003654364255792213
2420,242.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1071937390349174,1.0000000000000002,0.9,0.0029293797545922443
2430,243.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1124706553124288,1.2474873734152927,0.9,0.003654364255792213
2440,244.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1450375286757044,1.3535533905932737,0.9,0.0039650718991636235
2450,245.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1450375286757044,1.3535533905932737,0.9,0.0039650718991636235
2460,246.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2025930692927296,2.0,0.9,0.005858759509184488
2470,247.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2256820429078321,2.0,0.9,0.005858759509184488
2480,248.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2107566697735037,1.8060660171779839,0.9,0.0052906532261782335
2490,249.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2107566697735037,1.8060660171779839,0.9,0.0052906532261782335
2500,250.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1958312966391753,1.3535533905932737,0.9,0.0039650718991636235
2510,251.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.180905923504847,1.3535533905932737,0.9,0.0039650718991636235
2520,252.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1756290072273354,1.2474873734152927,0.9,0.003654364255792213
2530,253.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1756290072273354,1.2474873734152927,0.9,0.003654364255792213
2540,254.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2621351296239527,1.3535533905932737,0.9,0.0039650718991636235
2550,255.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2621351296239527,1.3535533905932737,0.9,0.0039650718991636235
2560,256.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.256858213346441,1.287536281325217,0.9,0.003771682715817074
2570,257.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.256858213346441,1.287536281325217,0.9,0.003771682715817074
2580,258.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.145054616844653,1.093447451789825,0.9,0.003203122827983592
2590,259.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.145054616844653,1.093447451789825,0.9,0.003203122827983592
2600,260.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1301292437103245,1.0000000000000002,0.9,0.0029293797545922443
2610,261.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1281367607297312,1.0000000000000002,0.9,0.0029293797545922443
2620,262.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1281367607297312,1.0000000000000002,0.9,0.0029293797545922443
2630,263.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.1607036340930068,1.0000000000000002,0.9,0.0029293797545922443
2640,264.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.187346500488303,1.0000000000000002,0.9,0.0029293797545922443
2650,265.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.2589272497505923,1.093447451789825,0.9,0.003203122827983592
2660,266.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.4518589104571515,1.0341430390444246,0.9,0.0030293976819292336
2670,267.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.4904936761271566,1.0341430390444246,0.9,0.0030293976819292336
2680,268.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.576110038491655,2.0,0.9,0.005858759509184488
2690,269.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.576110038491655,2.0,0.9,0.005858759509184488
2700,270.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.5724974270852787,2.0,0.9,0.005858759509184488
2710,271.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.5724974270852787,2.0,0.9,0.005858759509184488
2720,272.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.5575720539509506,1.763067231144031,0.9,0.005164693452898328
2730,273.0,1.046875,1.0,1.0,0.5,0.9,1.0,0.015625,1.5426466808166222,1.1471568726694008,0.9,0.003360458118139095
2740,274.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.303747801145719,1.935355339059331,0.9,0.005669390748182412
2750,275.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.303747801145719,1.935355339059331,0.9,0.005669390748182412
2760,276.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.3307943473348833,1.9210224103813474,0.9,0.0056274041570891125
2770,277.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.3307943473348833,1.9210224103813474,0.9,0.0056274041570891125
2780,278.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.4141890753647584,1.9210224103813474,0.9,0.0056274041570891125
2790,279.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.4141890753647584,1.9210224103813474,0.9,0.0056274041570891125
2800,280.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.4141890753647584,1.9210224103813474,0.9,0.0056274041570891125
2810,281.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.3990375602132432,1.1988405110908862,0.9,0.00351185912217466
2820,282.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.3990375602132432,1.1988405110908862,0.9,0.00351185912217466
2830,283.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.3269644017282296,1.0877523157451858,0.9,0.0031864396117547776
2840,284.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.165579498469326,1.0000000000000002,0.9,0.0029293797545922443
2850,285.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.165579498469326,1.0000000000000002,0.9,0.0029293797545922443
2860,286.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.165579498469326,1.0000000000000002,0.9,0.0029293797545922443
2870,287.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1504279833178108,1.0000000000000002,0.9,0.0029293797545922443
2880,288.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1803072474379743,1.0000000000000002,0.9,0.0029293797545922443
2890,289.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1480123418579302,1.009026611343898,0.9,0.0029558221271156313
2900,290.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1480494110269797,1.009026611343898,0.9,0.0029558221271156313
2910,291.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1328978958754645,1.0000000000000002,0.9,0.0029293797545922443
2920,292.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1658062435600034,1.0000000000000002,0.9,0.0029293797545922443
2930,293.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1961092738630337,1.8775836033426996,0.9,0.005500155395186458
2940,294.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1961092738630337,1.8775836033426996,0.9,0.005500155395186458
2950,295.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2231558200521984,1.8632506746647157,0.9,0.005458168804093158
2960,296.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2231558200521984,1.8632506746647157,0.9,0.005458168804093158
2970,297.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2913990329305585,1.0867493589291972,0.9,0.00318350157036329
2980,298.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2031350575201993,1.0000000000000002,0.9,0.0029293797545922443
2990,299.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.5512499291323651,1.0000000000000002,0.9,0.0029293797545922443
3000,300.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.5512499291323651,1.0000000000000002,0.9,0.0029293797545922443
3010,301.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.5507965184880952,1.0000000000000002,0.9,0.0029293797545922443
3020,302.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.5507965184880952,1.0000000000000002,0.9,0.0029293797545922443
3030,303.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0444819573111677,1.0000000000000002,0.9,0.0029293797545922443
3040,304.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.074784987614198,1.0000000000000002,0.9,0.0029293797545922443
3050,305.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1050880179172284,1.842228264283374,0.9,0.005396586180729326
3060,306.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1353910482202587,2.0,0.9,0.005858759509184488
3070,307.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1353910482202587,2.0,0.9,0.005858759509184488
3080,308.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1353910482202587,2.0,0.9,0.005858759509184488
3090,309.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1050880179172284,1.842228264283374,0.9,0.005396586180729326
3100,310.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1353910482202587,2.0,0.9,0.005858759509184488
3110,311.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1353910482202587,2.0,0.9,0.005858759509184488
3120,312.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.106060606060606,1.9000000000000057,0.9,0.0055658215337252796
3130,313.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0909090909090908,1.0000000000000002,0.9,0.0029293797545922443
3140,314.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0757575757575757,1.0000000000000002,0.9,0.0029293797545922443
3150,315.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0606060606060606,1.0000000000000002,0.9,0.0029293797545922443
3160,316.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0757575757575757,1.0000000000000002,0.9,0.0029293797545922443
3170,317.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0757575757575757,1.0000000000000002,0.9,0.0029293797545922443
3180,318.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0757575757575757,1.0000000000000002,0.9,0.0029293797545922443
3190,319.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0909090909090908,1.0000000000000002,0.9,0.0029293797545922443
3200,320.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.0757575757575757,1.0000000000000002,0.9,0.0029293797545922443
3210,321.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1088178865960525,1.0000000000000002,0.9,0.0029293797545922443
3220,322.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1088178865960525,1.0000000000000002,0.9,0.0029293797545922443
3230,323.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1088178865960525,1.0000000000000002,0.9,0.0029293797545922443
3240,324.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1088178865960525,1.0000000000000002,0.9,0.0029293797545922443
3250,325.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1088178865960525,1.0000000000000002,0.9,0.0029293797545922443
3260,326.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1358644327852168,1.0000000000000002,0.9,0.0029293797545922443
3270,327.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1358644327852168,1.0000000000000002,0.9,0.0029293797545922443
3280,328.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1358644327852168,1.0000000000000002,0.9,0.0029293797545922443
3290,329.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.1175277039395588,1.0000000000000002,0.9,0.0029293797545922443
3300,330.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2861360875373653,1.0651579746545148,0.9,0.003120252206395414
3310,331.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2861360875373653,1.0651579746545148,0.9,0.003120252206395414
3320,332.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.285039151937121,1.0000000000000002,0.9,0.0029293797545922443
3330,333.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.285039151937121,1.0000000000000002,0.9,0.0029293797545922443
3340,334.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2698876367856058,1.0000000000000002,0.9,0.0029293797545922443
3350,335.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.2547361216340907,1.0000000000000002,0.9,0.0029293797545922443
3360,336.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.285039151937121,1.0000000000000002,0.9,0.0029293797545922443
3370,337.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.939801679020711,1.0157868785874882,0.9,0.0029756255171146375
3380,338.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.939801679020711,1.0157868785874882,0.9,0.0029756255171146375
3390,339.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9698389369569487,2.0,0.9,0.005858759509184488
3400,340.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9546874218054335,1.9000000000000057,0.9,0.0055658215337252796
3410,341.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,2.014794278833074,1.9210224103813474,0.9,0.0056274041570891125
3420,342.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,2.0967285799449495,1.9000000000000057,0.9,0.0055658215337252796
3430,343.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9395359066539184,1.0000000000000002,0.9,0.0029293797545922443
3440,344.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9395359066539184,1.0000000000000002,0.9,0.0029293797545922443
3450,345.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3460,346.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3470,347.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3480,348.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9092328763508881,1.0000000000000002,0.9,0.0029293797545922443
3490,349.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9092328763508881,1.0000000000000002,0.9,0.0029293797545922443
3500,350.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.8940813611993728,1.0000000000000002,0.9,0.0029293797545922443
3510,351.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3520,352.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3530,353.0,1.03125,1.0,1.0,0.5,0.9,1.0,0.015625,1.9243843915024033,1.0000000000000002,0.9,0.0029293797545922443
3540,354.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.061573282392748,1.0000000000000002,0.9,0.0029293797545922443
3550,355.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.061573282392748,1.0000000000000002,0.9,0.0029293797545922443
3560,356.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.061573282392748,1.0000000000000002,0.9,0.0029293797545922443
3570,357.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0461886670081324,1.0000000000000002,0.9,0.0029293797545922443
3580,358.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0153846153846153,1.0000000000000002,0.9,0.0029293797545922443
3590,359.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0153846153846153,1.0000000000000002,0.9,0.0029293797545922443
3600,360.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0153846153846153,1.0000000000000002,0.9,0.0029293797545922443
3610,361.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0153846153846153,1.0000000000000002,0.9,0.0029293797545922443
3620,362.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0489535463898378,1.0000000000000002,0.9,0.0029293797545922443
3630,363.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0797227771590687,1.0000000000000002,0.9,0.0029293797545922443
3640,364.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0797227771590687,1.0000000000000002,0.9,0.0029293797545922443
3650,365.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1104920079282994,1.0000000000000002,0.9,0.0029293797545922443
3660,366.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.095107392543684,1.0000000000000002,0.9,0.0029293797545922443
3670,367.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.122570039443451,1.0000000000000002,0.9,0.0029293797545922443
3680,368.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.122570039443451,1.0000000000000002,0.9,0.0029293797545922443
3690,369.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.122570039443451,1.0000000000000002,0.9,0.0029293797545922443
3700,370.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.122570039443451,1.0000000000000002,0.9,0.0029293797545922443
3710,371.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1561389704486733,1.0000000000000002,0.9,0.0029293797545922443
3720,372.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1506996875164694,1.0000000000000002,0.9,0.0029293797545922443
3730,373.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.135315072131854,1.0000000000000002,0.9,0.0029293797545922443
3740,374.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.135315072131854,1.0000000000000002,0.9,0.0029293797545922443
3750,375.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.135315072131854,1.0000000000000002,0.9,0.0029293797545922443
3760,376.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.135315072131854,1.0000000000000002,0.9,0.0029293797545922443
3770,377.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1199304567472386,1.0000000000000002,0.9,0.0029293797545922443
3780,378.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1199304567472386,1.0000000000000002,0.9,0.0029293797545922443
3790,379.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1506996875164694,1.0000000000000002,0.9,0.0029293797545922443
3800,380.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1506996875164694,1.0000000000000002,0.9,0.0029293797545922443
3810,381.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1506996875164694,1.0000000000000002,0.9,0.0029293797545922443
3820,382.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1814689182857,1.2102241038134287,0.9,0.0035452059882306
3830,383.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.25201793515893,1.1334963596997492,0.9,0.003320441288008453
3840,384.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.163451343466455,1.0000000000000002,0.9,0.0029293797545922443
3850,385.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.163451343466455,1.0000000000000002,0.9,0.0029293797545922443
3860,386.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1480667280818395,1.0000000000000002,0.9,0.0029293797545922443
3870,387.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1480667280818395,1.0000000000000002,0.9,0.0029293797545922443
3880,388.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1480667280818395,1.0000000000000002,0.9,0.0029293797545922443
3890,389.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1460129379326125,1.0000000000000002,0.9,0.0029293797545922443
3900,390.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1460129379326125,1.0000000000000002,0.9,0.0029293797545922443
3910,391.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.179581868937835,1.0000000000000002,0.9,0.0029293797545922443
3920,392.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1641972535532195,1.0000000000000002,0.9,0.0029293797545922443
3930,393.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1949664843224503,1.0000000000000002,0.9,0.0029293797545922443
3940,394.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1949664843224503,1.0000000000000002,0.9,0.0029293797545922443
3950,395.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1949664843224503,1.0000000000000002,0.9,0.0029293797545922443
3960,396.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.179581868937835,1.0000000000000002,0.9,0.0029293797545922443
3970,397.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.179581868937835,1.0000000000000002,0.9,0.0029293797545922443
3980,398.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1360676054802012,1.0000000000000002,0.9,0.0029293797545922443
3990,399.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1360676054802012,1.0000000000000002,0.9,0.0029293797545922443
4000,400.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1360676054802012,1.0000000000000002,0.9,0.0029293797545922443
4010,401.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1646248550392888,1.0000000000000002,0.9,0.0029293797545922443
4020,402.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1646248550392888,1.0000000000000002,0.9,0.0029293797545922443
4030,403.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1953940858085197,1.0000000000000002,0.9,0.0029293797545922443
4040,404.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1711670807499606,1.0000000000000002,0.9,0.0029293797545922443
4050,405.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0866926043558096,1.0000000000000002,0.9,0.0029293797545922443
4060,406.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1174618351250403,2.0,0.9,0.005858759509184488
4070,407.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4080,408.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4090,409.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4100,410.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4110,411.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4120,412.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
4130,413.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.102077219740425,1.6350192831276174,0.9,0.004789592386361966
