time,center_node,eff_dist_mean,eff_dist_90,graph_radius_90,proton_id,proton_score,electron_id,electron_score,photon_id,photon_score,graph_dist_pe
0.9999999999999999,24,108.78322970487876,134.4857770654495,1.0,78,4.59745381603611,78,5.7960892826892465,76,5.5475634809657155,0
2.0000000000000004,59,108.82348352371827,136.9470359470901,1.0,78,4.413490851256001,78,5.357096681526315,59,6.022766545635702,0
3.0000000000000013,22,108.77851684398517,138.86468481344673,1.0,78,5.293975586710824,78,4.723587846093366,59,5.515873657941789,0
4.000000000000002,93,107.067490296749,135.23653158452242,1.0,78,4.703360159416437,66,5.2313138630241705,93,5.511568034052877,1
4.999999999999998,22,109.47678393515899,140.52585227102418,1.0,78,4.395854304358601,66,5.847989962241256,93,5.631884325682375,1
5.999999999999995,22,109.3865007037377,139.6866705324232,1.0,78,3.8269466460176824,66,5.9171841788294595,15,5.6144446513518735,1
6.999999999999991,22,109.45439793711543,139.6866705324232,1.0,92,2.8818015993582153,35,5.512602242817831,93,5.5638315188049745,1
7.999999999999988,85,110.92344422844813,139.38054148753457,1.0,92,3.314898801742253,35,6.017716725091239,93,5.293771877370756,1
8.999999999999984,85,110.35459236661495,140.9678236716036,1.0,65,3.049527239092966,35,6.129578409410899,99,5.711140768575164,1
9.99999999999998,1,111.58885244270526,137.3840463565077,1.0,95,3.4831515783298768,35,6.32481925307453,99,6.041402362356608,1
10.999999999999977,99,110.86872462216058,137.4938042091668,1.0,40,3.146472536791096,35,6.564395712794191,99,6.315955959681339,1
11.999999999999973,1,113.62146974872644,138.98819858238187,1.0,95,3.8993463035026728,35,6.841165593391704,1,6.190568073017964,1
12.99999999999997,1,114.97835991669041,141.2899902778494,1.0,95,3.432599014196534,35,6.964512843054527,1,6.095456672320122,1
13.999999999999966,99,113.07448759515792,140.31782311836915,1.0,95,3.3374086707243573,35,6.866441902873814,1,5.912140126163828,1
14.999999999999963,1,117.83310998805158,142.28316804803484,1.0,4,4.334786096409396,35,6.715618065100371,1,5.27039391367307,1
15.99999999999996,4,116.95594872658808,146.25502108388028,1.0,4,4.525386092969539,35,6.143273925487203,1,4.783173655410803,1
